id,full_nr,name,ks,material,commentary,event_type,location,start,end,before_Christ,country_and_unit,participants_role,participant,parish,text,class,technique,parameter,unit,value,museum_abbr,musealia_mark,musealia_seria_nr,musealia_queue_nr,musealia_additional_nr,collection_mark,collection_queue_nr,collection_additional_nr,element_count,legend,is_original,initial_info,damages,state,color,additional_text,type
3758713,ETMM _ 9783 T 23:2/32:17,"Kostüümikavand, Meeskoor lavastusele Madalik. Vanemuine 1963",23.0,paber,,teatrietendused,,1963,,ei,  ,autor,"Säre, Meeri",,,,guašš,,,,ETMM,_,9783.0,,,T,2.0,32:17:00,1.0,,1.0,,,hea,,,kavand/joonis/eskiis
3557244,ETMM _ 12888:49 T 10:4/18:13,Foto J. Poska ja Agu Lüüdiku poolt Estonia Seltsi 70. puhul pärja asetamisestsõdurite ühishauale,10.0,fotopaber,,seltsid,linn Tallinn,20.10.1935,,ei,Eesti  ,seosorganisatsioon,Estonia Selts,,,,mustvalge fotograafia,,,,ETMM,_,12888.0,49.0,,T,4.0,18:13,1.0,"Igamine. Kunagi Estonia arhiiviga tulnud, hoidlas seisnud vastu võtmata fotod. ",1.0,"T 10: 4/18:13
20.10.1935","liimijäljed, liimijäljed",hea,,,foto
3838819,ETMM _ 11673 M 164:1/4:20,"Aukiri, Lepnurm,Hugo - Kuusalu valla aukodanikuks tunnistamine",164.0,paber,,isiklik ja pereelu,,apr.91,,ei,  ,,,,,,,,,,ETMM,_,11673.0,,,M,1.0,04:20,1.0,,1.0,,,rahuldav,,,aukiri/auaadress
3690681,ETMM _ 10388 T 22:2/48:7,Kostüümikavand Marika osatäitjale Vanemuise teatri lavastusest Oi-oi-oi-oi oinalugu ,22.0,paber,,teatrietendused,linn Tartu,1967,,ei,Eesti  ,teksti autor,"Liives, Ardi",,,,pliiats,kõrgus,cm,"21,5",ETMM,_,10388.0,,,T,2.0,48:07:00,1.0,,1.0,,,hea,,,kavand/joonis/eskiis
4215316,ETMM _ 5511 M 345:2/116:3,"""Nüüd ootan ma"" (""Oh näeksin tühja nõmme peal"") häälele klaverisaatega
",345.0,paber,,komponeerimine,,1955,,ei,  ,teksti autor,"Velmet, Aado",,,,käsitsi kirjutamine,,,,ETMM,_,5511.0,,,M,2.0,116:03:00,1.0,,1.0,,,hea,,,"käsikiri, laul/ vokaalmuusika"
3431776,ETMM _ 8239 T 2:1/2:2,"Eduard Reiningu kogu. Käsikiri, Austagem tööd ja töömehi",2.0,paber,,teatritegevus,,1936,,ei,  ,seosorganisatsioon,Ajakiri TEATER,,,,käsitsi kirjutamine,dokumendi maht,leht,8,ETMM,_,8239.0,,,T,1.0,02:02,1.0,,1.0,,,hea,,"Käsikiri. Austagem tööd ja töömehi (Eesti kutseline teater - 30 a). Autor Eduard Reining. Teater, lavakunsti ja -kirjanduse kuukiri. ",käsikiri
3222395,AM _ 18347:6 P 6398,"Elamuehitusliku Kooperatiivi ""Eesti tare"" pitsat",6398.0,puit,käepide,korterelamud,,1941,1949,ei,  ,,,,,,treimine,diameeter,cm,"3,3",AM,_,18347.0,6.0,,P,,,1.0,,1.0,,Veidi kulunud,rahuldav,,"Elamuehituslik Kooperatiiv Tallinn
""Eesti Tare""",pitsat
2473812,,,,,,,,,,,,,,,,,,,,,AM,_,2423.0,1.0,,F,,,1.0,,1.0,TASS-i pildiseeria A. S. Puškini 150 aasta juubeli puhul (kokku 35 fotot). ,,hea,,,foto
2054657,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,236.0,,1.0,,,,,hea,,,foto
2820838,AM K- 723,Kalender 1993,723.0,paber,,kultuur,,1993,,ei,  ,,,,,,,kõrgus,cm,20,AM,,,,,K-,,,1.0,,1.0,,Veidi kulunud,hea,,"Koostanud G. Olevsoo.
Kirjastus 'Olion' Tallinn, 1992.",kalender
4146775,ETMM _ 8279 Af 617:80/T,"Plakat, Vene Teater. Elu märk; B. Markuvitschi draama. 29.01.1920",617.0,paber,"helelilla
",,,,,,,,,,,,trükkimine,laius,cm,55.5,ETMM,_,8279.0,,,Af,80.0,T,1.0,,1.0,,,rahuldav,,"Eesti ja vene keelne.
",plakat
4090203,,,,,,teater,,1062,,ei,  ,,,,,,,kõrgus,cm,"9,5",AM,,,,,K-,,,1.0,,1.0,,,hea,,"1 leht. Trükikoda ""Oktoober"". Foto S. Maslov.",kalender
3693159,ETMM _ 7960 T 159:2/19:60,Foto Georg Ots nimiosas ooperis Jevgeni Onegin Leningradis,159.0,fotopaber,,teatrietendused,linn Leningrad,1963,,ei,NSVL  ,seosorganisatsioon,Leningradi Kirovi nim. Ooperi- ja Balletiteater,,,,mustvalge fotograafia,kõrgus,cm,13,ETMM,_,7960.0,,,T,2.0,0.833333333,1.0,,1.0,,,hea,,,foto
3559609,,,,,,kõrgharidus,,2000,,ei,  ,seosorganisatsioon,Tartu Ülikool,,,,mustvalge fotograafia,,,,ETMM,_,12286.0,229.0,,T,2.0,03:35,1.0,"ETMM teatriosakonna endise juhataja, teatriloolase, õppejõu, Draamateatri kirjandusalajuhataja ja teatrileksikoni peatoimetaja Kalju Haani arhiivimaterjalid ja fotod. Materjalid saadeti muuseumisse pärast Kalju Haani surma 2015. aastal.",1.0,ETMM T575 2/3:35,,hea,,,foto
4050094,AM _ PB 173:4,"Ajakiri Maret, nr 1, 1937",173.0,paber,,naised,,1937,,ei,Eesti  ,,,,,,,,,,AM,_,,,,PB,4.0,,1.0,,1.0,,,määramata,,,ajakiri
2735131,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,hea,,,foto
3489491,,,,,,,,,,,,,,,,,,,,,ETMM,_,12840.0,171.0,,Df,,,1.0,Austraalias tegutsenud Eesti meeskoori kogutud materjalid on toodud Eesti Teatri- ja Muusikamuuseumisse 2011. aastal Raivo Kalamäe ning saadetud Austraaliast Viktor Valk'i poolt 2013-2014. aasta jooksul,1.0,Austraalias tegutsenud Eesti meeskoori kogutud materjalid on toodud Eesti Teatri- ja Muusikamuuseumisse 2011. aastal Raivo Kalamäe ning saadetud Austraaliast Viktor Valk'i poolt 2013-2014. aasta jooksul,,hea,,,digitaalne kujutis
3626125,ETMM _ 7461 Fk 39953/r,"Valge sõber, Nukuteater, 1952, osades: Mikluhho Maklai – Raivo Kuremaa",39953.0,film,,teater,,1952,,ei,  ,seosorganisatsioon,Rahvusooper Estonia,,,,mustvalge fotograafia,negatiivi formaat,60 x 60 mm,1,ETMM,_,7461.0,,,Fk,,r,1.0,,1.0,,,rahuldav,,,fotonegatiiv
2295827,ETMM _ 9916 M 1:1/67:10,"Peeter Süda kiri Aleksander Südale, 2. juuli 1912",1.0,paber,,koostamine,,02.07.1912,,ei,Eesti  Tartu,adressaat,"Südda, Aleksander",,,,käsitsi kirjutamine,,,,ETMM,_,9916.0,,,M,1.0,67:10:00,1.0,,1.0,,,hea,,,"kiri, postkaart"
2714420,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,15.0,,1.0,,1.0,,,hea,,,foto
3177090,ETMM _ 5743 M 15:1/147:2,"Kava,Eduard Visnapuu, Sümfooniakontsert",15.0,paber,,kultuur,,03.08.1940,,ei,  ,dirigent,"Goldschmidt, Nikolai",,,,,,,,ETMM,_,5743.0,,,M,1.0,147:02:00,1.0,,1.0,,,rahuldav,,,kava
2190071,,,,,,,,,,,,,,,,,,,,,ETMM,_,9575.0,,,M,1.0,188:03:00,1.0,,1.0,,,hea,,,foto
2776841,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,2.0,,1.0,,1.0,,,hea,,,fotonegatiiv
4089264,ETMM _ Fk 38659/r,"Peer Gynt, Vanemuine, 1940, osades: Peer Gynt - Aleksander Randviir, Solveig - Linda Tubin",38659.0,fotomaterjal,,teater,,1940,,ei,  ,seosorganisatsioon,Teater Vanemuine,,,,,filmikaader,60 x 60 mm,1,ETMM,_,,,,Fk,,r,1.0,,1.0,TB100321,,rahuldav,,,fotonegatiiv
2734563,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,hea,,,foto
2757069,,,,,,fotograafia,,,,,Eesti  ,osaleja,"Kaasen, Mart",,,,fotograafia,,,,ETMM,_,9424.0,,,Mo,1.0,19:09,1.0,Rahvapillimehed Mo238,1.0,,,hea,,,foto
4225754,,,,,,,,,,,,,,,,,,,,,ETMM,_,8540.0,,,Af,1.0,M,1.0,,1.0,,,rahuldav,,,plakat
3910700,ETMM _ 8279 Af 2:4/T,"Plakat, Nõmme Vabatahtlik Tuletõrje Selts, Suur piduõhtu: Kuda nad suitsetamise järele jätsivad; Kännud ja käbid. 1919",2.0,paber,,,,,,,,,,,,,trükkimine,laius,cm,28,ETMM,_,8279.0,,,Af,4.0,T,1.0,Plakatikogu: teatriplakatid,1.0,2. nov.1919 Nõmme Seltsi ruumes,,hea,,"piklik, lillal paberil trükitud",plakat
3582320,,,,,,,,,,,,,,,,,masinal kirjutamine,dokumendi maht,leht,1,ETMM,_,5429.0,,,T,1.0,26:19:00,1.0,,1.0,,,hea,,,dokument
2360414,ETMM T 5:42/Ar,"Raamat: Bruno Köhler, Allgemeine Trachtenkunde, mit 848 Kostümbildern, Leipzig, 
Hugo Laur",5.0,paber,,dekoratiivkunst,,,,,  ,autor,"Köhler, Bruno",,,,,dokumendi maht,lk,279,ETMM,,,,,T,42.0,Ar,1.0,,1.0,,,rahuldav,,,raamat
3402299,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,47.0,,1.0,Majandusajaloo Muuseumi likvideerimiskomisjoni poolt üleantud esemed,1.0,,,hea,,,foto
3671621,ETMM _ 6846 T 402:104/Ar,Bobb teeb enese terveks,402.0,paber,,näitekirjandus,,,,,  ,autor,"Ivers, A.",,,,masinal kirjutamine,trükise maht,lk,57,ETMM,_,6846.0,,,T,104.0,Ar,1.0,,1.0,,,rahuldav,,autogramm,käsikiri
2704589,AM N 40940:1,"Tallinn, Kesklinn, Viru väljak. ",40940.0,film,,väljak/plats,tänav Viru väljak,,,,Eesti  Tallinn,,,,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,1.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2197888,,,,,,teater,,1971,,ei,  ,esineja,"Kalkun, Karl",,Foto: Andrei Makajonok: Põrunud prohvet: Eesti Riiklik Noorsooteater: 1971: Silvia Laidla: Ema,nimetus lähtedokumendil,must-valge foto,,,,ETMM,_,12576.0,465.0,,T,2.0,13:32,1.0,"Näitleja Silvia Laidla isikukogu (dokumendid, fotod, esemed)",1.0,,,hea,,,foto
3925899,ETMM _ 7697 T 3:23/Ar,А.Н. Скрябин 1915-1940. Сборник к 25-летию со дня смерти,3.0,paber,,mälestused,,,,,  ,,,,,,trükkimine,raamatu maht,lk,248,ETMM,_,7697.0,,,T,23.0,Ar,1.0,,1.0,,,rahuldav,,A. Üksipi autogramm vene keeles,raamat
3347797,ETMM _ 7378 M 14:199/Ar,Dziesmas vokaliem ansambliem V,14.0,paber,,vokaalmuusika,,,,,  ,,,,,,trükkimine,trükise maht,lk,176,ETMM,_,7378.0,,,M,199.0,Ar,1.0,,1.0,,,rahuldav,,,noodid
2054154,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,97.0,,1.0,,,,,hea,,,foto
3638366,ETMM _ 11298 M 99:1/114:27,"Foto, Vambo Kapp",99.0,fotomaterjal,,fotograafia,,,,,  ,kujutatu,"Kapp, Vambo",,,,mustvalge fotograafia,,,,ETMM,_,11298.0,,,M,1.0,114:27:00,1.0,,1.0,,,rahuldav,,,foto
3603066,ETMM _ 10151 M 39:1/23:1,"Kiri, Eller, Heino, Emil Ruberilt",39.0,paber,,isiklik ja pereelu,,29.12.1936,,ei,  ,,,,,,,,,,ETMM,_,10151.0,,,M,1.0,23:01,1.0,,1.0,,,rahuldav,,,kiri
2790649,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,3.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2594700,,,,,,,,,,,,,,,,,,,,,ETMM,_,12198.0,,,T,1.0,131:13:00,1.0,,1.0,,,hea,,,kiri
3592817,ETMM _ 7215 M 8:1/290:8,"Kiri, Franz Erika, ENSV Raadiokomiteelt",8.0,paber,,isiklik ja pereelu,,21.02.1946,,ei,  ,,,,,,,,,,ETMM,_,7215.0,,,M,1.0,290:08:00,1.0,,1.0,,,rahuldav,,,kiri
2980264,ETMM _ 5429 T 10:3/257:5,"Foto, Olen ma sattunud haaremi, Teater Estonia",10.0,fotomaterjal>fotopaber,,pildistamine,,,,,  ,autor,J. & P. Parikas,,,,fotograafia>mustvalge fotograafia,kõrgus,cm,"8,7",ETMM,_,5429.0,,,T,3.0,257:05:00,1.0,,1.0,,,hea,,,foto
1206569,ETMM _ 4868 Fk 1517/kl,"Bajadeer, Estonia, 1936",1517.0,klaas,Fotoemulsioon klaasplaadil,KVIS sündmus puudub,,,,,  ,kujutatu,"Laid, Milvi",,,,pildistamine,pikkus,cm,10,ETMM,_,4868.0,,,Fk,,kl,1.0,,1.0,"„Bajadeer“ (Imre Kálamán). Prints Radjami – Konstantin Savi, Odette Derimonde – Milvi Laid. Teater ""Estonia"".",,hea,,,fotomaterjal
2780830,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,2.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2033955,AM _ 1968-R F 3105,Narva. Varemed 1944.a.,3105.0,fotopaber,,pommitamine,,1944,,ei,Eesti  Narva,,,,,,,lehe kõrgus,cm,12,AM,_,1968.0,,R,F,,,1.0,,,,,hea,,,foto
3367489,,,,,,kontsertreisid/tuurid,,,,,  ,seosisik,"Sisask, Urmas",,,,,dokumendi maht,leht,1,ETMM,_,12806.0,178.0,,M,1.0,09:13,1.0,Urmas Sisaski poolt üle antud arhiivmaterjalid M438:1,1.0,"M438:1/9:13
",,rahuldav,,,kava
2318734,AM _ 26072 A 554:594,Sõrmuse ktk,554.0,pronks,,,,,,,,,,,,,,,,,AM,_,26072.0,,,A,594.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1982-1991.a. 876-897 küntud servaaladelt ja mullahunnikutest 25.04.98 ja 21.06.98 metalliotsijaga,,,,hea,,,arheoloogiline leid
4103886,ETMM _ 11660 M 397:1/10:5,"Tänukiri, Sumera, Lepo- EV Kultuuriministeeriumilt",397.0,paber,,kultuur,,1996,,ei,  ,omanik,"Sumera, Lepo",,,,,,,,ETMM,_,11660.0,,,M,1.0,10:05,1.0,,1.0,,,rahuldav,,,aukiri/auaadress
3353903,ETMM _ 12803:7 Aj 83:34/T200,"Kostüüm, kleit Eesti Draamateatri lavastusele Mary Poppins nimiosalisele",83.0,siid,,valmistamine,,,,,  ,autor,"Unt, Aime",,,,,pikkus,cm,180,ETMM,_,12803.0,7.0,,Aj,34.0,T200,1.0,Antud üle muuseumisse mai 2018 Eesti Draamateatri kostüümilaost Suur-Sõjamäel,1.0,"Aj 83: 34/T200
1987
Mary - Angelina Semjonova",,hea,,,kleit
2051896,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,36.0,,1.0,,,,,hea,,,foto
3867502,ETMM _ 11673 M 164:1/35:13,"Kava, Lepnurm, Hugo- oreliõhtu Moskva Konservatooriumi Suures Saalis",164.0,paber,,esinemised,,11.10.1960,,ei,Vene  ,,,,,,,,,,ETMM,_,11673.0,,,M,1.0,35:13:00,1.0,,1.0,,,rahuldav,,,kava
2764163,AM N 30687,Fotonegatiiv,30687.0,film,,kopeerimine (valmistamine),,1970,1980,ei,  ,fotograaf,"Vellema, Leo",,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,,,1.0,,0.0,,,hea,,,fotonegatiiv
2063142,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,23.0,,1.0,,,,,hea,,,foto
2059155,AM F 26041:245,Foto albumis,26041.0,hõbeželatiinpaber,,kopeerimine (valmistamine),,,,,  ,fotograaf,"Talivee, Enno",,,,mustvalge fotograafia,laius,cm,1,AM,,,,,F,245.0,,1.0,,,,,hea,,,foto
2984404,ETMM _ 10045 T 429:6021/Ar,"Pikker. Satiiri- ja huumoriajakiri nr.14, 1968",429.0,paber,,huumor/satiir,,1968,,ei,  ,,,,,,trükkimine,trükise maht,lk,11,ETMM,_,10045.0,,,T,6021.0,Ar,1.0,,1.0,,,hea,,,ajakiri
3069140,,,,,,teatrietendused,,11.09.1976,,ei,Eesti  Tallinn,seosorganisatsioon,A.H.Tammsaare nim. Rahvateater,,,,,kõrgus,cm,56.5,ETMM,_,9394.0,,,Af,4.0,T,1.0,,1.0,,,hea,,,plakat
3626688,ETMM _ 8064 T 19:2/58:12,Kostüümikavand Maanaised 6. pildis Estonia teatri lavastusest Tuleristsed ,19.0,paber,,teatrietendused,linn Tallinn,1957,,ei,Eesti  ,autor,"Klaus, Leida",,,,akvarell,kõrgus,cm,30,ETMM,_,8064.0,,,T,2.0,58:12:00,1.0,,1.0,,,hea,,,kavand/joonis/eskiis
3604597,ETMM _ 10802 T 11:2/15:15,Kostüümikavand Arst-psühhiaater  meesosatäitjale Estonia teatri lavastusest Vahva sõdur Švejk,11.0,paber,,teatrietendused,linn Tallinn,1963,,ei,Eesti  ,seosorganisatsioon,Teater Estonia,,,,segatehnika,kõrgus,cm,30,ETMM,_,10802.0,,,T,2.0,15:15,1.0,,1.0,,,hea,,,kavand/joonis/eskiis
2345620,AM F 32973:112,Foto albumis,32973.0,fotomaterjal>fotopaber>hõbeželatiinpaber,,,,,,,,,,,,,fotograafia>mustvalge fotograafia,,,,AM,,,,,F,112.0,,1.0,"Saadud Ajaloomuuseumi fotokoguhoidja Viivi Glassi tööpärandist. Täpsem päritolu teadmata, kui pole museaali legendis teisiti märgitud.  ",,Foto kuulub museaali F32973 juurde (Fotoalbum: Harald Ilves - EKP Harju Rajoonikomitee I sekretär),,hea,,Foto on kleebitud albumilehele.,foto
3560376,ETMM _ 10131 T 518:2/1:6,"Kostüümikavand tegelastele Jegor, Vassilissa. A. Salõnski, Maria, Vanemuine 1971",518.0,paber,,teatrietendused,,1971,,ei,  ,näitleja,"Uibo, Väino",,,,pliiats,kõrgus,cm,48.1,ETMM,_,10131.0,,,T,2.0,01:06,1.0,,1.0,,,hea,,"2 tegelast kavandil: Jegor, Vassilissa (Bender). Jegor (must tušijoonistus) - tume särk ja püksid, säärikud. Vassilissa (must tušijoonistus, kleit punakas-pruun pliiatsijoonistus) - kleit, villane või staapel. ",kavand/joonis/eskiis
2405330,AM _ 2174-R F 3107,Narva. Varemed.,3107.0,fotopaber,,pommitamine,,1944,,ei,Eesti  Narva,,,,,,mustvalge fotograafia,lehe kõrgus,cm,"11,7",AM,_,2174.0,,R,F,,,1.0,,0.0,,,hea,,,foto
2166064,,,,,,,,,,,,,,,,,,,,,ETMM,_,6876.0,,,M,1.0,157:08:00,1.0,,1.0,,,hea,,,telegramm
3195698,ETMM _ 6458 T 34:2/43:7,Nukukavand lavastusele Jänkude kool Nukuteatris,34.0,paber,,nukuteater,,02.01.1962,,ei,Eesti  Tallinn,lavastaja,"Tui, Lo",,,,pliiats,lehe kõrgus,cm,"20,3",ETMM,_,6458.0,,,T,2.0,43:07:00,1.0,,1.0,,,hea,,R. Laidre,kavand/joonis/eskiis
2718471,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,4.0,,1.0,,1.0,,,hea,,,foto
3177149,AM _ 1224:2 P 3660,XII Üldlaulupeo välismaiste tähtkirjade märgistamise pitsat,3660.0,puit,käepide,laulupeod,,27.06.1947,29.06.1947,ei,  ,,,,,,,pikkus,cm,"2,5",AM,_,1224.0,2.0,,P,,,1.0,Saadi 1947. aastal Tallinna Postkontori ülemalt,1.0,,,hea,,"XII Певческий Праздник 
Таллин, ЭССР
",pitsat
2054542,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,98.0,,1.0,,,,,hea,,,foto
3911088,ETMM _ 12142:163/77 T 232:1/157:8,Leo Kalmeti poolt kogutud kavad,232.0,paber,,teater,,1945,1965,ei,Eesti  ,koguja,"Kalmet, Leo",,,,,,,,ETMM,_,12142.0,163.0,77,T,1.0,157:08:00,1.0,,1.0,1918 - 1965,,rahuldav,,,kava
2073664,AM N 5643:43,"Haapsalu vaade, rand.",5643.0,fotomaterjal>emulsioon>hõbeželatiinemulsioon,,pildistamine,,1900,1920,,Eesti  Haapsalu,,,,,,fotograafia>mustvalge fotograafia,kõrgus,cm,13,AM,,,,,N,43.0,,1.0,,1.0,,Servades hõbepeeglikiht,hea,,"Klaasil ja emulsioonil matt lakikiht. Emulsioonipoolel ülaservas tindikirje: ""N 36 Hapsal""",fotonegatiiv
2849026,AM F 33008:243,Foto albumilehel,33008.0,fotomaterjal>fotopaber>hõbeželatiinpaber,,mööblitööstus,,,,,Eesti  Tallinn,seosorganisatsioon,A.M. Lutheri vabrik,,,,fotograafia>mustvalge fotograafia,kõrgus,cm,"9,5",AM,,,,,F,243.0,,1.0,"Fotod pärinevad A. M. Lutheri vabriku (hilisema TVMK) muuseumi kogudest. Aastal 2004 sõlmis ettevõte Ars Projekt OÜ TVMK (Tallinna Vineeri- ja Mööblikombinaadi) esindajatega lepingu vabriku kompleksi ümberprojekteerimiseks elamukvartaliks. Selleks ajaks oli ajalooline vabrik  trööstitus seisus, vabriku muuseumi eksponaadid jäid hooletusse ja hajusid, lisaks sellele olevat muuseumi ruumidele osaks saanud veeuputus. Sealt pärinevad ka üleantud materjalid. Üleandja märkas fotosid vabriku ruumidega tutvudes ja palus tellija esindajalt neid kasutada, et võimalikult põhjalikult tutvuda ajaloolise hoonekompleksi minevikuga. Kuna tellijal puudus huvi ja soov ise fotosid säilitada või eksponeerida, siis pidas üleandja õigeks need peale projekteerimisel kasutamist üle anda Arhitektuurimuuseumile (2008.a.). Eesti Ajaloomuuseumile andis fotod edasi Arhitektuurimuuseumi peavarahoidja Anne Lass 2014. aasta oktoobris põhjendusega, et materjal ei vasta Arhitektuurimuuseumi kogumispõhimõtetele.

Kollektsioon koosneb albumikatkenditest (fotod on kleebitud papilehtedele) ja kolme ümbrikusse koondatud üksikfotodest. Kollektsioon on kokku köidetud kiirköitekaante vahele. 
Fotodel on kujutatud A. M. Lutheri vabriku toormaterjali vedu, nn. Lutheri basseini Tallinna Miinisadamas, vabriku ehitiste sise- ja välisvaateid, vineeri valmistamist ja teisi tootmisprotsesse, töötajaid ja tootenäidiseid peamiselt 1920. aastate lõpust kuni 1930. aastate lõpuni. Neli vanimat fotot kujutab vabriku uute hoonete ehitamist 1912. aastal. Kõige uuemad fotod on aastast 1965 (4 tk), mis kujutavad vabriku kollektiivi üritusi.

",1.0,"Albumikatkendite kollektsioon endise Tallinna Vineeri- ja Mööblikombinaadi muuseumist, köidetud kiiköitjasse. Sisaldab 323 albumilehtedele kleebitud fotot arvatavasti 7 erinevast albumist. Piltidel on A. M. Lutheri vabriku toormaterjali vedu, nn. Lutheri basseini Tallinna Miinisadamas, vabriku ehitiste sise- ja välisvaateid, vineeri valmistamist ja teisi tootmisprotsesse, töötajaid ja tootenäidiseid peamiselt 1920. aastate lõpust kuni 1930. aastate lõpuni.","Albumilehed on deformeerunud,  on rebendeid ja muljumisjälgi, köiteaugud on katki. ",rahuldav,,Foto on kleebitud albumilehele.,foto
2175840,,,,,,,,,,,,,,,,,,,,,ETMM,_,2562.0,,,T,1.0,44:154,1.0,,1.0,,,hea,,,kava
3538668,ETMM _ 9543 T 200:353/Ar,Sügavuurimisel,200.0,paber,,näitekirjandus,,,,,  ,autor,"Kron, Aleksandr",,,,masinal kirjutamine,trükise maht,lk,103,ETMM,_,9543.0,,,T,353.0,Ar,1.0,,1.0,,,rahuldav,,,käsikiri
2669743,,,,,,teater,linn Tbilisi,26.06.1959,,ei,  ,autor,"Jakobson, August",,,,,,,,ETMM,_,8254.0,,,T,1.0,06:22,1.0,,1.0,,,hea,,,kiri
4277937,ETMM _ 11323 T 10:1/91:1,"Teater Estonia tegelaskonna koosoleku protokoll, 1940",10.0,paber,,teatritegevus,,26.08.1940,,ei,Eesti  ,seosorganisatsioon,Estonia Näitlejate Ühing,,,,masinal kirjutamine,dokumendi maht,leht,1,ETMM,_,11323.0,,,T,1.0,91:01:00,1.0,,1.0,,"rebendid, rooste, tahma kahjustus",rahuldav,,,dokument
3766155,ETMM _ 11078 T 236:1/35:4,pildil: Eedo Karrisoo esinemist reklaamiv plakat,236.0,fotopaber,,teater,,,,,  ,seosisik,"Karrisoo, Eedo",,,,fotograafia,,,,ETMM,_,11078.0,,,T,1.0,35:04:00,1.0,,1.0,,,hea,,,foto
3155388,AM _ 13684/5 G 6530,"joonistus, Käsikivi",6530.0,paber,,kultuur,,,,,  ,,,,,,tušš,kõrgus,cm,"26,2",AM,_,13684.0,,5,G,,,1.0,,1.0,,,hea,,,joonistus
3127196,ETMM _ 5475 T 38:2/1:4,Dekoratsioonikavand lavastusele Häda mõistuse pärast Eesti Draamateatris,38.0,paber,,teatrietendused,,1948,,ei,Eesti  Tallinn,seosorganisatsioon,Eesti Draamateater,,,,guašš,kõrgus,cm,32,ETMM,_,5475.0,,,T,2.0,01:04,1.0,,1.0,,,hea,,"""Häda mõistuse pärast"" IV v",kavand/joonis/eskiis
3705186,AM _ 9671 G 1881,"maal, Eremiit liivakellaga",1881.0,lõuend (riidesort),,religioon ja uskumused,,,,,  ,autor,Tundmatu 19. sajandi kunstnik,,,,õli,kõrgus,cm,45.8,AM,_,9671.0,,,G,,,1.0,,1.0,,"värvipind tugevasti krakeleerunud, allääres värvipudenemise laike",rahuldav,,,maal
2335828,AM _ 36626 A 1031:2,ümarsõle ktk,1031.0,pronks,,,,,,,,,,,,,,,,,AM,_,36626.0,,,A,2.0,,1.0,T. Mägi poolt metalliotsijaga leitud. Annetatud apronks.2006. Leitud asulakohalt apronksillis 2005,,,,hea,,,arheoloogiline leid
2353313,,,,,,metallikunst,,1500,2000,ei,  ,,,,,,,läbimõõt,mm,40,AM,_,20071.0,,,M,,,1.0,,,,,hea,,Tapa Eesti Põllumeeste Selts,medal
2777791,AM N 18501,Leida Holm-Viibus tüüpilistes 1920nendate riietuses.,18501.0,fotoplaat,,portreteerimine,vald Vigala,,,,Eesti  ,,,,,,mustvalge fotograafia,laius,cm,10,AM,,,,,N,,,1.0,,1.0,,,hea,,,fotonegatiiv
2981446,ETMM _ 12715:229 Mo 253:1/8:5,"Foto G. Otsa nimelise Tallinna Muusikakooli keelpilliosakonna juhataja Priit Bernhardt
",253.0,fotopaber,,muusikaharidus,,1982,,ei,Eesti  Tallinn,kujutatu,"Bernhardt, Priit",,,,mustvalge fotograafia,,,,ETMM,_,12715.0,229.0,,Mo,1.0,08:05,1.0,"Mo 253 kogu täiendamine fotodega, mis seni G. Otsa kooli arhiivkogus esindamata. Suurem vastuvõtt on seotud G. Otsa kooli 95. juubelipidustustega.",1.0,säilik 6,,hea,,,foto
2564674,AM _ 8738:1 F 14746,Rocca al Mare Via Appia värav ,14746.0,hõbeželatiinpaber,,pargid/haljasalad,asum Rocca al Mare,,,,Eesti  Tallinn,,,,,,mustvalge fotograafia,laius,cm,"9,4",AM,_,8738.0,1.0,,F,,,1.0,,1.0,,,hea,,"Viide kartoteegikaardil: Eugen von Nottbeck, Wilhelm Neumann Geschichte und Kunstdenkmäler der Stadt Reval. lk 174-175",foto
3689222,,,,,,fotograafia,,1947,,ei,  ,osaleja,"Üksip, Albert",,,,mustvalge fotograafia,,,,ETMM,_,5429.0,,,T,1.0,95:38:00,1.0,,1.0,,,hea,,,foto
3417377,,,,,,fotograafia,,1990,,ei,  ,kujutatu,"Veike, Ferdinand",,,,mustvalge fotograafia,,,,ETMM,_,12813.0,191.0,,T,2.0,01:06,1.0,Ferdinand Veike T 467,1.0,T467 2/1:1-15,,hea,,,foto
